order_id,order_date,customer_id,region,category,channel,units,unit_price,revenue,cost,profit
700072,2025-01-13,CUST-1115,South,Home & Kitchen,Online,1,94.65,94.65,67.94,26.710000000000008
700073,2025-01-13,CUST-1096,East,Home & Kitchen,In-Store,2,105.61,211.22,132.65,78.57
700082,2025-01-14,CUST-1046,East,Sports,In-Store,1,81.6,81.6,57.15,24.449999999999996
700081,2025-01-14,CUST-1049,North,Electronics,In-Store,1,204.35,204.35,145.47,58.879999999999995
700078,2025-01-14,CUST-1071,East,Home & Kitchen,In-Store,3,189.98,569.94,343.12,226.82000000000005
700080,2025-01-14,CUST-1071,South,Home & Kitchen,Online,2,118.31,236.62,139.25,97.37
700079,2025-01-14,CUST-1116,South,Sports,In-Store,1,41.79,41.79,23.61,18.18
700077,2025-01-14,CUST-1036,West,Apparel,Online,2,65.99,131.98,75.95,56.02999999999999
700087,2025-01-15,CUST-1009,North,Electronics,Online,3,580.47,1741.41,1045.47,695.94
700088,2025-01-15,CUST-1038,North,Home & Kitchen,In-Store,1,109.26,109.26,77.37,31.89
700085,2025-01-15,CUST-1066,South,Sports,In-Store,1,194.73,194.73,137.6,57.129999999999995
700089,2025-01-15,CUST-1030,West,Sports,In-Store,3,192.2,576.6,413.93,162.67000000000002
700083,2025-01-15,CUST-1108,West,Apparel,Online,1,43.46,43.46,27.25,16.21
700084,2025-01-15,CUST-1009,West,Electronics,Online,3,96.77,290.31,204.01,86.30000000000001
700086,2025-01-15,CUST-1117,South,Electronics,In-Store,1,124.2,124.2,68.34,55.86
700090,2025-01-16,CUST-1024,North,Beauty,Online,2,10.4,20.8,14.37,6.4300000000000015
700096,2025-01-16,CUST-1039,West,Home & Kitchen,Online,1,249.43,249.43,153.61,95.82
700092,2025-01-16,CUST-1063,North,Home & Kitchen,In-Store,2,103.33,206.66,121.85,84.81
700095,2025-01-16,CUST-1057,South,Apparel,In-Store,1,117.28,117.28,74.25,43.03
700093,2025-01-16,CUST-1013,East,Apparel,Online,1,95.41,95.41,56.88,38.529999999999994
700091,2025-01-16,CUST-1004,South,Sports,In-Store,1,25.41,25.41,17.37,8.04
700094,2025-01-16,CUST-1006,South,Beauty,In-Store,1,58.03,58.03,37.55,20.480000000000004
700097,2025-01-17,CUST-1053,North,Home & Kitchen,Online,1,121.76,121.76,67.04,54.72
700098,2025-01-17,CUST-1006,West,Electronics,Online,1,581.42,581.42,363.98,217.43999999999994
700101,2025-01-17,CUST-1042,East,Electronics,Online,1,181.37,181.37,132.35,49.02000000000001
700099,2025-01-17,CUST-1080,West,Sports,Online,2,80.82,161.64,95.14,66.49999999999999
700100,2025-01-17,CUST-1102,West,Sports,Online,2,164.25,328.5,183.35,145.15
700103,2025-01-18,CUST-1116,West,Beauty,Online,1,9.99,9.99,5.71,4.28
700102,2025-01-18,CUST-1092,East,Beauty,Online,3,29.5,88.5,60.88,27.619999999999997
700105,2025-01-18,CUST-1031,West,Home & Kitchen,In-Store,2,125.98,251.96,142.56,109.4
700104,2025-01-18,CUST-1030,South,Sports,In-Store,2,35.21,70.42,41.31,29.11
700107,2025-01-19,CUST-1053,South,Apparel,In-Store,3,59.21,177.63,132.23,45.400000000000006
700106,2025-01-19,CUST-1010,East,Sports,In-Store,2,40.53,81.06,58.91,22.150000000000006
700108,2025-01-19,CUST-1072,East,Sports,Online,3,152.12,456.36,320.33,136.03000000000003
700109,2025-01-20,CUST-1030,South,Home & Kitchen,In-Store,1,78.43,78.43,46.26,32.17000000000001
700110,2025-01-20,CUST-1031,West,Apparel,Online,2,107.84,215.68,126.74,88.94000000000001
700112,2025-01-20,CUST-1024,North,Apparel,Online,1,111.01,111.01,80.52,30.49000000000001
700114,2025-01-20,CUST-1043,North,Electronics,Online,3,411.48,1234.44,832.0,402.44000000000005
700115,2025-01-20,CUST-1052,North,Apparel,Online,1,36.42,36.42,20.31,16.110000000000003
700113,2025-01-20,CUST-1033,West,Beauty,In-Store,1,84.27,84.27,54.99,29.279999999999994
700111,2025-01-20,CUST-1060,North,Beauty,Online,1,61.27,61.27,41.7,19.57
700118,2025-01-21,CUST-1002,West,Home & Kitchen,In-Store,1,239.23,239.23,167.24,71.98999999999998
700119,2025-01-21,CUST-1054,West,Home & Kitchen,In-Store,2,109.87,219.74,129.81,89.93
700117,2025-01-21,CUST-1036,East,Sports,In-Store,1,131.44,131.44,89.46,41.980000000000004
700116,2025-01-21,CUST-1101,West,Home & Kitchen,Online,2,66.78,133.56,88.1,45.46000000000001
700120,2025-01-21,CUST-1006,South,Electronics,Online,1,291.23,291.23,187.02,104.21000000000001
700121,2025-01-22,CUST-1044,South,Beauty,In-Store,2,60.53,121.06,68.74,52.32000000000001
700124,2025-01-22,CUST-1027,South,Apparel,In-Store,2,80.21,160.42,115.39,45.02999999999999
700122,2025-01-22,CUST-1016,South,Home & Kitchen,Online,1,139.87,139.87,79.97,59.900000000000006
700123,2025-01-22,CUST-1088,North,Electronics,In-Store,2,243.55,487.1,358.13,128.97000000000003
700129,2025-01-23,CUST-1081,North,Electronics,Online,2,146.8,293.6,182.93,110.67000000000002
700132,2025-01-23,CUST-1078,North,Sports,Online,1,191.76,191.76,131.78,59.97999999999999
700128,2025-01-23,CUST-1051,South,Beauty,In-Store,2,46.15,92.3,64.86,27.439999999999998
700125,2025-01-23,CUST-1107,North,Apparel,In-Store,1,52.72,52.72,31.6,21.119999999999997
700134,2025-01-23,CUST-1025,East,Sports,Online,2,122.46,244.92,159.49,85.42999999999998
700127,2025-01-23,CUST-1000,South,Apparel,Online,1,55.87,55.87,35.72,20.15
700131,2025-01-23,CUST-1113,South,Sports,In-Store,1,14.91,14.91,11.17,3.74
700126,2025-01-23,CUST-1074,West,Electronics,Online,2,141.22,282.44,181.09,101.35
700130,2025-01-23,CUST-1114,North,Apparel,In-Store,1,111.82,111.82,78.89,32.92999999999999
700135,2025-01-24,CUST-1014,South,Apparel,Online,1,31.93,31.93,21.9,10.030000000000001
700139,2025-01-24,CUST-1046,West,Home & Kitchen,In-Store,1,191.84,191.84,111.24,80.60000000000001
700140,2025-01-24,CUST-1072,North,Electronics,Online,2,333.97,667.94,454.61,213.33000000000004
700138,2025-01-24,CUST-1118,East,Apparel,In-Store,1,79.61,79.61,48.5,31.11
700137,2025-01-24,CUST-1056,East,Sports,Online,1,60.3,60.3,40.13,20.169999999999995
700141,2025-01-24,CUST-1017,East,Home & Kitchen,In-Store,1,44.46,44.46,29.2,15.260000000000002
700136,2025-01-24,CUST-1068,North,Beauty,Online,1,60.18,60.18,44.73,15.450000000000003
700142,2025-01-25,CUST-1081,North,Sports,Online,1,35.6,35.6,24.62,10.98
700145,2025-01-25,CUST-1078,North,Electronics,Online,1,93.12,93.12,55.64,37.480000000000004
700147,2025-01-25,CUST-1095,West,Electronics,In-Store,3,405.5,1216.5,859.57,356.92999999999995
700143,2025-01-25,CUST-1082,East,Apparel,In-Store,1,57.21,57.21,42.53,14.68
700146,2025-01-25,CUST-1039,South,Beauty,In-Store,1,19.67,19.67,12.86,6.810000000000002
700144,2025-01-25,CUST-1005,South,Beauty,Online,2,57.35,114.7,79.91,34.790000000000006
700149,2025-01-26,CUST-1081,North,Electronics,Online,3,254.47,763.41,561.13,202.27999999999997
700154,2025-01-26,CUST-1079,North,Beauty,Online,1,54.35,54.35,31.46,22.89
700151,2025-01-26,CUST-1024,South,Beauty,Online,1,21.92,21.92,15.75,6.170000000000002
700155,2025-01-26,CUST-1089,South,Apparel,Online,3,117.63,352.89,196.12,156.76999999999998
700150,2025-01-26,CUST-1112,South,Beauty,Online,2,64.23,128.46,95.62,32.84
700148,2025-01-26,CUST-1082,East,Sports,In-Store,2,150.93,301.86,176.61,125.25
700152,2025-01-26,CUST-1089,West,Sports,In-Store,2,124.23,248.46,181.75,66.71000000000001
700153,2025-01-26,CUST-1079,South,Electronics,In-Store,3,307.35,922.05,550.25,371.79999999999995
700156,2025-01-27,CUST-1031,West,Beauty,Online,2,24.34,48.68,35.45,13.229999999999997
700160,2025-01-27,CUST-1098,West,Sports,In-Store,1,127.47,127.47,90.22,37.25
700161,2025-01-27,CUST-1104,North,Electronics,In-Store,1,323.85,323.85,212.96,110.89000000000001
700157,2025-01-27,CUST-1012,East,Apparel,In-Store,1,26.76,26.76,19.8,6.960000000000001
700158,2025-01-27,CUST-1033,East,Apparel,In-Store,3,98.16,294.48,174.04,120.44000000000003
700159,2025-01-27,CUST-1064,East,Electronics,In-Store,1,213.49,213.49,119.49,94.00000000000001
700166,2025-01-28,CUST-1058,West,Electronics,In-Store,1,187.18,187.18,118.97,68.21000000000001
700162,2025-01-28,CUST-1062,North,Home & Kitchen,Online,2,120.29,240.58,142.04,98.54000000000002
700163,2025-01-28,CUST-1020,East,Electronics,In-Store,1,441.51,441.51,328.23,113.27999999999997
700167,2025-01-28,CUST-1041,East,Apparel,In-Store,3,77.38,232.14,162.64,69.5
700165,2025-01-28,CUST-1113,North,Beauty,In-Store,1,59.49,59.49,33.85,25.64
700168,2025-01-29,CUST-1042,South,Sports,In-Store,2,42.21,84.42,58.07,26.35
700169,2025-01-29,CUST-1092,South,Sports,In-Store,1,106.46,106.46,64.97,41.489999999999995
700172,2025-01-30,CUST-1088,West,Electronics,In-Store,2,226.02,452.04,290.56,161.48000000000002
700173,2025-01-30,CUST-1094,East,Apparel,In-Store,1,117.99,117.99,75.83,42.16
700171,2025-01-30,CUST-1025,West,Electronics,Online,1,279.8,279.8,198.37,81.43
700174,2025-01-30,CUST-1109,South,Sports,In-Store,2,150.78,301.56,208.15,93.41
700170,2025-01-30,CUST-1084,North,Home & Kitchen,In-Store,1,57.01,57.01,42.25,14.759999999999998
700180,2025-01-31,CUST-1035,North,Apparel,Online,1,68.95,68.95,47.98,20.970000000000006
700175,2025-01-31,CUST-1100,West,Electronics,In-Store,1,304.92,304.92,206.02,98.9
700179,2025-01-31,CUST-1087,West,Sports,In-Store,1,131.46,131.46,86.02,45.44000000000001
700177,2025-01-31,CUST-1069,North,Apparel,Online,2,96.71,193.42,138.56,54.859999999999985
700176,2025-01-31,CUST-1086,West,Sports,In-Store,2,57.51,115.02,74.37,40.64999999999999
700178,2025-01-31,CUST-1026,West,Apparel,In-Store,1,90.2,90.2,58.98,31.220000000000006
700183,2025-02-01,CUST-1092,West,Apparel,In-Store,1,112.59,112.59,80.15,32.44
700186,2025-02-01,CUST-1083,East,Home & Kitchen,In-Store,2,176.13,352.26,193.93,158.32999999999998
700184,2025-02-01,CUST-1097,West,Apparel,Online,3,52.08,156.24,111.89,44.35000000000001
700181,2025-02-01,CUST-1033,East,Sports,In-Store,1,21.69,21.69,13.75,7.940000000000001
700187,2025-02-01,CUST-1118,East,Home & Kitchen,In-Store,2,130.3,260.6,175.82,84.78000000000003
700185,2025-02-01,CUST-1087,East,Beauty,In-Store,2,71.95,143.9,89.35,54.55000000000001
700182,2025-02-01,CUST-1027,West,Electronics,In-Store,2,237.82,475.64,351.02,124.62
700189,2025-02-02,CUST-1044,South,Electronics,In-Store,1,210.01,210.01,139.8,70.20999999999998
700191,2025-02-02,CUST-1053,North,Apparel,Online,2,23.25,46.5,31.82,14.68
700188,2025-02-02,CUST-1026,North,Electronics,Online,1,551.02,551.02,361.54,189.47999999999996
700192,2025-02-02,CUST-1031,South,Apparel,In-Store,2,64.69,129.38,72.67,56.709999999999994
700190,2025-02-02,CUST-1063,East,Apparel,In-Store,2,109.93,219.86,128.31,91.55000000000001
700193,2025-02-03,CUST-1063,West,Sports,In-Store,3,112.51,337.53,186.09,151.43999999999997
700197,2025-02-03,CUST-1043,East,Home & Kitchen,In-Store,2,129.14,258.28,170.68,87.59999999999997
700195,2025-02-03,CUST-1061,North,Electronics,In-Store,3,397.03,1191.09,830.56,360.53
700199,2025-02-03,CUST-1040,East,Home & Kitchen,In-Store,3,244.25,732.75,475.14,257.61
700196,2025-02-03,CUST-1110,East,Sports,Online,3,16.44,49.32,31.23,18.09
700198,2025-02-03,CUST-1064,West,Sports,Online,1,115.27,115.27,70.15,45.11999999999999
700194,2025-02-03,CUST-1081,South,Home & Kitchen,Online,2,106.24,212.48,159.36,53.119999999999976
700202,2025-02-04,CUST-1111,North,Beauty,In-Store,3,25.43,76.29,51.63,24.660000000000004
700201,2025-02-04,CUST-1018,West,Electronics,In-Store,2,178.77,357.54,240.17,117.37000000000003
700203,2025-02-04,CUST-1090,East,Electronics,In-Store,3,482.76,1448.28,800.44,647.8399999999999
700200,2025-02-04,CUST-1013,West,Electronics,Online,2,287.42,574.84,417.98,156.86
700204,2025-02-04,CUST-1072,North,Home & Kitchen,In-Store,1,62.5,62.5,38.36,24.14
700208,2025-02-05,CUST-1118,West,Electronics,In-Store,1,325.61,325.61,225.93,99.68
700206,2025-02-05,CUST-1114,West,Sports,In-Store,2,100.34,200.68,132.4,68.28
700207,2025-02-05,CUST-1111,North,Apparel,In-Store,1,59.83,59.83,41.09,18.739999999999995
700205,2025-02-05,CUST-1001,West,Beauty,Online,2,75.63,151.26,100.6,50.66
700216,2025-02-06,CUST-1103,East,Electronics,In-Store,2,216.78,433.56,252.1,181.46
700210,2025-02-06,CUST-1039,West,Electronics,Online,3,111.49,334.47,229.89,104.58000000000004
700211,2025-02-06,CUST-1093,East,Beauty,In-Store,2,86.53,173.06,116.26,56.8
700215,2025-02-06,CUST-1088,West,Apparel,Online,2,55.67,111.34,74.64,36.7
700214,2025-02-06,CUST-1054,East,Beauty,In-Store,3,79.3,237.9,177.35,60.55000000000001
700209,2025-02-06,CUST-1091,East,Apparel,Online,2,45.78,91.56,63.35,28.21
700213,2025-02-06,CUST-1007,East,Sports,Online,2,83.29,166.58,123.1,43.48000000000002
700217,2025-02-06,CUST-1010,East,Beauty,In-Store,2,30.46,60.92,41.85,19.07
700212,2025-02-06,CUST-1080,East,Sports,In-Store,1,138.61,138.61,103.02,35.59000000000002
700219,2025-02-07,CUST-1069,West,Sports,In-Store,1,144.58,144.58,96.48,48.10000000000001
700218,2025-02-07,CUST-1007,East,Beauty,In-Store,1,73.39,73.39,51.93,21.46
700222,2025-02-07,CUST-1047,East,Home & Kitchen,Online,1,199.32,199.32,119.44,79.88
700220,2025-02-07,CUST-1064,East,Electronics,In-Store,1,499.42,499.42,297.94,201.48000000000002
700221,2025-02-07,CUST-1072,East,Beauty,In-Store,1,23.51,23.51,13.36,10.150000000000002
700224,2025-02-07,CUST-1057,West,Apparel,Online,2,66.06,132.12,78.31,53.81
700223,2025-02-07,CUST-1004,North,Sports,Online,2,39.67,79.34,44.12,35.220000000000006
700226,2025-02-08,CUST-1090,West,Electronics,Online,3,369.84,1109.52,711.93,397.59000000000003
700227,2025-02-08,CUST-1108,South,Electronics,In-Store,1,245.73,245.73,166.64,79.09
700228,2025-02-08,CUST-1007,East,Apparel,Online,3,116.41,349.23,207.56,141.67000000000002
700229,2025-02-08,CUST-1018,North,Beauty,Online,1,76.65,76.65,46.11,30.540000000000006
700225,2025-02-08,CUST-1003,West,Apparel,Online,1,103.59,103.59,61.14,42.45
700230,2025-02-08,CUST-1041,North,Home & Kitchen,In-Store,3,236.06,708.18,495.47,212.70999999999992
700231,2025-02-09,CUST-1103,West,Home & Kitchen,In-Store,1,109.71,109.71,70.9,38.80999999999999
700232,2025-02-09,CUST-1119,South,Apparel,Online,1,64.13,64.13,45.52,18.609999999999992
700234,2025-02-10,CUST-1091,North,Apparel,In-Store,1,27.14,27.14,15.7,11.440000000000001
700235,2025-02-10,CUST-1003,South,Sports,In-Store,1,93.4,93.4,56.35,37.050000000000004
700236,2025-02-10,CUST-1115,East,Home & Kitchen,In-Store,1,96.94,96.94,58.37,38.57
700233,2025-02-10,CUST-1041,West,Apparel,Online,2,115.59,231.18,166.09,65.09
700238,2025-02-11,CUST-1049,South,Home & Kitchen,Online,2,243.26,486.52,364.02,122.5
700237,2025-02-11,CUST-1015,West,Sports,Online,2,39.14,78.28,43.94,34.34
700239,2025-02-11,CUST-1056,South,Home & Kitchen,Online,1,226.13,226.13,162.01,64.12
700240,2025-02-11,CUST-1055,South,Beauty,Online,2,49.88,99.76,54.91,44.85000000000001
700241,2025-02-12,CUST-1076,South,Home & Kitchen,In-Store,1,51.76,51.76,33.87,17.89
700243,2025-02-12,CUST-1103,North,Beauty,In-Store,1,55.8,55.8,30.8,24.999999999999996
700242,2025-02-12,CUST-1017,South,Electronics,In-Store,3,542.45,1627.35,1056.31,571.04
700247,2025-02-12,CUST-1093,East,Apparel,Online,2,96.81,193.62,128.81,64.81
700246,2025-02-12,CUST-1091,North,Home & Kitchen,Online,2,101.92,203.84,151.61,52.22999999999999
700245,2025-02-12,CUST-1089,North,Sports,In-Store,1,175.68,175.68,105.35,70.33000000000001
700244,2025-02-12,CUST-1052,North,Home & Kitchen,Online,3,84.8,254.4,183.91,70.49000000000001
700249,2025-02-13,CUST-1118,North,Apparel,Online,1,34.15,34.15,20.91,13.239999999999998
700250,2025-02-13,CUST-1013,South,Apparel,In-Store,2,16.86,33.72,22.84,10.879999999999999
700252,2025-02-13,CUST-1085,South,Home & Kitchen,In-Store,2,48.07,96.14,69.88,26.260000000000005
700248,2025-02-13,CUST-1011,North,Sports,In-Store,2,107.53,215.06,152.89,62.170000000000016
700251,2025-02-13,CUST-1064,West,Home & Kitchen,In-Store,1,184.93,184.93,111.81,73.12
700253,2025-02-13,CUST-1076,West,Beauty,In-Store,1,69.22,69.22,51.2,18.019999999999996
700255,2025-02-14,CUST-1111,East,Home & Kitchen,In-Store,1,214.96,214.96,132.2,82.76000000000002
700259,2025-02-14,CUST-1015,East,Beauty,In-Store,1,43.56,43.56,26.46,17.1
700260,2025-02-14,CUST-1068,West,Electronics,In-Store,2,578.72,1157.44,845.26,312.18000000000006
700254,2025-02-14,CUST-1102,West,Sports,In-Store,1,157.61,157.61,99.32,58.29000000000002
700258,2025-02-14,CUST-1015,North,Beauty,Online,2,83.27,166.54,100.7,65.83999999999999
700257,2025-02-14,CUST-1004,North,Electronics,Online,2,152.49,304.98,215.11,89.87
700256,2025-02-14,CUST-1064,West,Sports,In-Store,2,79.24,158.48,93.11,65.36999999999999
700263,2025-02-15,CUST-1031,East,Home & Kitchen,Online,1,225.12,225.12,151.41,73.71000000000001
700261,2025-02-15,CUST-1031,East,Apparel,Online,1,28.01,28.01,20.36,7.650000000000002
700262,2025-02-15,CUST-1070,West,Electronics,In-Store,2,229.33,458.66,308.22,150.44
700265,2025-02-16,CUST-1098,East,Beauty,Online,1,48.3,48.3,35.05,13.25
700268,2025-02-16,CUST-1034,North,Home & Kitchen,In-Store,2,175.33,350.66,235.7,114.96000000000004
700267,2025-02-16,CUST-1085,West,Sports,Online,1,149.73,149.73,97.95,51.77999999999999
700264,2025-02-16,CUST-1041,South,Beauty,In-Store,2,87.51,175.02,96.68,78.34
700266,2025-02-16,CUST-1049,North,Electronics,In-Store,2,366.59,733.18,531.01,202.16999999999996
700275,2025-02-17,CUST-1086,West,Sports,Online,1,84.01,84.01,46.89,37.120000000000005
700269,2025-02-17,CUST-1073,West,Apparel,In-Store,1,106.44,106.44,67.28,39.16
700271,2025-02-17,CUST-1100,East,Sports,Online,1,147.38,147.38,91.46,55.92
700270,2025-02-17,CUST-1088,West,Apparel,In-Store,1,104.24,104.24,75.53,28.709999999999994
700274,2025-02-17,CUST-1079,East,Electronics,In-Store,2,104.67,209.34,152.65,56.69
700272,2025-02-17,CUST-1048,West,Sports,In-Store,1,94.37,94.37,62.04,32.330000000000005
700273,2025-02-17,CUST-1054,East,Beauty,In-Store,1,15.21,15.21,9.35,5.860000000000001
700279,2025-02-18,CUST-1007,West,Sports,In-Store,2,109.57,219.14,129.63,89.50999999999999
700281,2025-02-18,CUST-1075,West,Electronics,Online,2,449.53,899.06,495.19,403.86999999999995
700278,2025-02-18,CUST-1113,East,Home & Kitchen,In-Store,2,209.99,419.98,245.74,174.24
700282,2025-02-18,CUST-1025,South,Electronics,In-Store,2,182.26,364.52,256.55,107.96999999999997
700280,2025-02-18,CUST-1100,West,Beauty,Online,3,36.96,110.88,75.1,35.78
700276,2025-02-18,CUST-1062,South,Sports,In-Store,3,105.17,315.51,208.95,106.56
700277,2025-02-18,CUST-1040,South,Sports,Online,2,155.79,311.58,192.76,118.82
700288,2025-02-19,CUST-1086,North,Sports,In-Store,1,89.49,89.49,66.4,23.08999999999999
700283,2025-02-19,CUST-1009,North,Sports,Online,2,37.62,75.24,52.81,22.429999999999993
700286,2025-02-19,CUST-1079,West,Sports,Online,1,13.71,13.71,9.98,3.7300000000000004
700285,2025-02-19,CUST-1024,North,Apparel,Online,1,52.15,52.15,29.03,23.119999999999997
700284,2025-02-19,CUST-1041,North,Apparel,In-Store,2,66.49,132.98,89.44,43.53999999999999
700291,2025-02-20,CUST-1031,East,Sports,In-Store,1,86.61,86.61,64.29,22.319999999999993
